"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd_reported","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","sample_start_time_datum_cd"
"157","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"158","USGS","01193500",2016-04-19,"12:20",NA,NA,"EST","K","USGSCTWC","WS","30G1EQW00",NA,NA,NA,"9","9","9","no NESQA barcode on SLAR or bottle","62855",NA,0.36,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP118A",20160429,NA,"USGSNWQL",2016-04-19 17:20:00,"UTC"
"159","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00605","<",0.19,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-10 13:30:00,"UTC"
"160","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16134A",20160513,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"161","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16134A",20160513,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"162","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00618",NA,0.095,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-10 13:30:00,"UTC"
"163","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00631",NA,0.095,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316139A",20160519,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"164","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-10 13:30:00,"UTC"
"165","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00665",NA,0.01,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW144A",20160523,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"166","USGS","01193500",2016-05-10,"08:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3","A-1330017 Filter 1=218mL  Filter 2=199mL","00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16134A",20160513,NA,"USGSNWQL",2016-05-10 13:30:00,"UTC"
"167","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00605","<",0.21,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-19 17:20:00,"UTC"
"168","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"169","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"170","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00618",NA,0.092,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-19 17:20:00,"UTC"
"171","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00631",NA,0.092,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316158A",20160606,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"172","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-19 17:20:00,"UTC"
"173","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00665",NA,0.011,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW152C",20160609,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"174","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"175","USGS","01193500",2016-05-19,"12:20",NA,NA,"EST","K",NA,"WS",NA,NA,"0","94","4","9","9",NA,"62855",NA,0.31,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP147A",20160526,NA,"USGSNWQL",2016-05-19 17:20:00,"UTC"
"176","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00605",NA,0.36,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-01 14:15:00,"UTC"
"177","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00608",NA,0.02,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16159A",20160607,NA,"USGSNWQL",2016-06-01 14:15:00,"UTC"
"178","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00613",NA,0.002,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16159A",20160607,NA,"USGSNWQL",2016-06-01 14:15:00,"UTC"
"179","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00618",NA,0.159,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-01 14:15:00,"UTC"
"180","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00631",NA,0.161,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316165A",20160613,NA,"USGSNWQL",2016-06-01 14:15:00,"UTC"
"181","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00660",NA,0.014,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-01 14:15:00,"UTC"
"182","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00665",NA,0.031,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW161A",20160610,NA,"USGSNWQL",2016-06-01 14:15:00,"UTC"
"183","USGS","01193500",2016-06-01,"09:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"5","9","3",NA,"00671",NA,0.004,"n","PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16159A",20160607,NA,"USGSNWQL",2016-06-01 14:15:00,"UTC"
"184","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00605","<",0.23,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-15 14:50:00,"UTC"
"185","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16173A",20160622,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"186","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00613",NA,0.002,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16173A",20160622,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"187","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00618",NA,0.211,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-15 14:50:00,"UTC"
"188","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00631",NA,0.213,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316175B",20160624,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"189","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00660",NA,0.015,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-15 14:50:00,"UTC"
"190","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00665",NA,0.016,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW173B",20160623,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"191","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00671",NA,0.005,"n","PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16173A",20160622,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"192","USGS","01193500",2016-06-15,"09:50",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"62855",NA,0.45,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP172B",20160621,NA,"USGSNWQL",2016-06-15 14:50:00,"UTC"
"193","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00605","<",0.21,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 16:30:00,"UTC"
"194","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16193A",20160712,NA,"USGSNWQL",2016-07-05 16:30:00,"UTC"
"195","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16193A",20160712,NA,"USGSNWQL",2016-07-05 16:30:00,"UTC"
"196","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00618",NA,0.122,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 16:30:00,"UTC"
"197","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00631",NA,0.123,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316195B",20160713,NA,"USGSNWQL",2016-07-05 16:30:00,"UTC"
"198","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05 16:30:00,"UTC"
"199","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00665",NA,0.019,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW194E",20160714,NA,"USGSNWQL",2016-07-05 16:30:00,"UTC"
"200","USGS","01193500",2016-07-05,"11:30",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"9","7","3",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16193A",20160712,NA,"USGSNWQL",2016-07-05 16:30:00,"UTC"
"201","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00605","<",0.27,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-13 19:10:00,"UTC"
"202","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16208A",20160726,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"203","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16201A",20160720,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"204","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00618",NA,0.098,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-13 19:10:00,"UTC"
"205","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00631",NA,0.099,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316201B",20160720,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"206","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-13 19:10:00,"UTC"
"207","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00665",NA,0.019,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW207A",20160726,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"208","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16201A",20160720,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"209","USGS","01193500",2016-07-13,"14:10",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"62855",NA,0.37,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP207A",20160725,NA,"USGSNWQL",2016-07-13 19:10:00,"UTC"
"210","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.2,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-20 17:20:00,"UTC"
"211","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.01,"n","SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16209B",20160728,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"212","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16209B",20160728,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"213","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,0.108,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-20 17:20:00,"UTC"
"214","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,0.109,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316209A",20160727,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"215","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-20 17:20:00,"UTC"
"216","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,0.01,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW209C",20160728,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"217","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16209B",20160728,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"218","USGS","01193500",2016-07-20,"12:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,0.32,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP214A",20160801,NA,"USGSNWQL",2016-07-20 17:20:00,"UTC"
"219","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00605",NA,0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-27 18:20:00,"UTC"
"220","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00608",NA,0.01,"n","SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"221","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00613",NA,0.002,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"222","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00618",NA,0.179,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-27 18:20:00,"UTC"
"223","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00631",NA,0.181,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316222A",20160809,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"224","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-27 18:20:00,"UTC"
"225","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00665",NA,0.017,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW221A",20160811,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"226","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16216A",20160803,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"227","USGS","01193500",2016-07-27,"13:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"62855",NA,0.29,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP216B",20160804,NA,"USGSNWQL",2016-07-27 18:20:00,"UTC"
"228","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00605","<",0.18,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 14:40:00,"UTC"
"229","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"230","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"231","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00618",NA,0.127,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 14:40:00,"UTC"
"232","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00631",NA,0.128,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316237A",20160824,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"233","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 14:40:00,"UTC"
"234","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00665",NA,0.01,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW228E",20160816,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"235","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"236","USGS","01193500",2016-08-03,"09:40",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","9",NA,"62855",NA,0.31,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP228A",20160815,NA,"USGSNWQL",2016-08-03 14:40:00,"UTC"
"237","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00605","<",0.18,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 16:00:00,"UTC"
"238","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 16:00:00,"UTC"
"239","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 16:00:00,"UTC"
"240","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00618",NA,0.126,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 16:00:00,"UTC"
"241","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00631",NA,0.128,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316235A",20160822,NA,"USGSNWQL",2016-08-03 16:00:00,"UTC"
