"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd_reported","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","sample_start_time_datum_cd"
"242","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-03 16:00:00,"UTC"
"243","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00665",NA,0.015,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW228F",20160818,NA,"USGSNWQL",2016-08-03 16:00:00,"UTC"
"244","USGS","01193500",2016-08-03,"11:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16222A",20160809,NA,"USGSNWQL",2016-08-03 16:00:00,"UTC"
"245","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605",NA,0.2,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-19 13:40:00,"UTC"
"246","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608",NA,0.01,"n","SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"247","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"248","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,0.091,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-19 13:40:00,"UTC"
"249","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,0.092,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316243A",20160830,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"250","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-19 13:40:00,"UTC"
"251","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,0.013,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW246A",20160906,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"252","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16239A",20160826,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"253","USGS","01193500",2016-08-19,"08:40",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,0.3,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP238A",20160826,NA,"USGSNWQL",2016-08-19 13:40:00,"UTC"
"254","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00605","<",0.14,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-14 14:20:00,"UTC"
"255","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"256","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00613",NA,0.001,"n","DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16265A",20160922,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"257","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00618",NA,0.116,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-14 14:20:00,"UTC"
"258","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00631",NA,0.117,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316277A",20161003,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"259","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-14 14:20:00,"UTC"
"260","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00665",NA,0.013,NA,"CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW264B",20160921,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"261","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16263A",20160919,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"262","USGS","01193500",2016-09-14,"09:20",NA,NA,"EST","K","USGS-WRD","WS","30G1EQW00",NA,NA,NA,"4","9","9",NA,"62855",NA,0.26,NA,"AKP01","R",0.05,"DLDQC",NA,NA,NA,"PTNP265A",20160921,NA,"USGSNWQL",2016-09-14 14:20:00,"UTC"
"263","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00605","<",0.17,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-16 13:15:00,"UTC"
"264","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00608","<",0.01,NA,"SHC02","R",0.01,"DLDQC",NA,NA,NA,"KONE16265A",20160922,NA,"USGSNWQL",2016-09-16 13:15:00,"UTC"
"265","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00613","<",0.001,NA,"DZ001","R",0.001,"DLDQC",NA,NA,NA,"KONE16265A",20160922,NA,"USGSNWQL",2016-09-16 13:15:00,"UTC"
"266","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00618",NA,0.124,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-16 13:15:00,"UTC"
"267","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00631",NA,0.124,NA,"RED01","R",0.04,"DLDQC",NA,NA,NA,"KNO316279A",20161005,NA,"USGSNWQL",2016-09-16 13:15:00,"UTC"
"268","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00660","<",0.012,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-16 13:15:00,"UTC"
"269","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00665",NA,0.008,"e","CL021","R",0.004,"DLDQC",NA,NA,NA,"PELW271A",20160928,NA,"USGSNWQL",2016-09-16 13:15:00,"UTC"
"270","USGS","01193500",2016-09-16,"08:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00671","<",0.004,NA,"PHM01","R",0.004,"DLDQC",NA,NA,NA,"KONE16265A",20160922,NA,"USGSNWQL",2016-09-16 13:15:00,"UTC"
"271","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00605","<",0.13,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-03 14:00:00,"UTC"
"272","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00608","<",0.01,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16294A",20161021,NA,"USGSNWQL",2016-10-03 14:00:00,"UTC"
"273","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00613","<",0.001,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16285A",20161011,NA,"USGSNWQL",2016-10-03 14:00:00,"UTC"
"274","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00618",NA,0.098,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-03 14:00:00,"UTC"
"275","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00631",NA,0.098,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316286A",20161012,NA,"USGSNWQL",2016-10-03 14:00:00,"UTC"
"276","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00660","<",0.012,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-03 14:00:00,"UTC"
"277","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00665",NA,0.005,"ne","CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW281B",20161011,NA,"USGSNWQL",2016-10-03 14:00:00,"UTC"
"278","USGS","01193500",2016-10-03,"09:00",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00671","<",0.004,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16285A",20161011,NA,"USGSNWQL",2016-10-03 14:00:00,"UTC"
"279","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00605","<",0.22,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-21 15:15:00,"UTC"
"280","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00608","<",0.01,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16330A",20161128,NA,"USGSNWQL",2016-11-21 15:15:00,"UTC"
"281","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00613","<",0.001,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16330A",20161128,NA,"USGSNWQL",2016-11-21 15:15:00,"UTC"
"282","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00618",NA,0.051,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-21 15:15:00,"UTC"
"283","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00631",NA,0.051,"n","RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316333A",20161128,NA,"USGSNWQL",2016-11-21 15:15:00,"UTC"
"284","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00660","<",0.012,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-21 15:15:00,"UTC"
"285","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00665",NA,0.011,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW334B",20161201,NA,"USGSNWQL",2016-11-21 15:15:00,"UTC"
"286","USGS","01193500",2016-11-21,"10:15",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"4","9","3",NA,"00671","<",0.004,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16330A",20161128,NA,"USGSNWQL",2016-11-21 15:15:00,"UTC"
"287","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00605","<",0.22,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-12 14:45:00,"UTC"
"288","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00608","<",0.01,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16348A",20161214,NA,"USGSNWQL",2016-12-12 14:45:00,"UTC"
"289","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00613",NA,0.001,"n","DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16348A",20161214,NA,"USGSNWQL",2016-12-12 14:45:00,"UTC"
"290","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00618",NA,0.122,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-12 14:45:00,"UTC"
"291","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00631",NA,0.123,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316363A",20161228,NA,"USGSNWQL",2016-12-12 14:45:00,"UTC"
"292","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00660","<",0.012,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-12 14:45:00,"UTC"
"293","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00665",NA,0.011,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW355A",20161222,NA,"USGSNWQL",2016-12-12 14:45:00,"UTC"
"294","USGS","01193500",2016-12-12,"09:45",NA,NA,"EST","K","USGS-WRD","WS","10003LB00",NA,NA,NA,"8","9","3",NA,"00671","<",0.004,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16348A",20161214,NA,"USGSNWQL",2016-12-12 14:45:00,"UTC"
"295","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00605",NA,0.31,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-20 15:40:00,"UTC"
"296","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00608",NA,0.01,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"297","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00613",NA,0.003,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"298","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00618",NA,0.281,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-20 15:40:00,"UTC"
"299","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00631",NA,0.284,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316113C",20160422,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"300","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00660","<",0.012,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-20 15:40:00,"UTC"
"301","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00665",NA,0.016,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW117A",20160427,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"302","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","00671","<",0.004,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16116A",20160426,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"303","USGS","01209700",2016-04-20,"10:40",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9","no NESQA barcode on SLAR or bottle","62855",NA,0.6,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP118A",20160429,NA,"USGSNWQL",2016-04-20 15:40:00,"UTC"
"304","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00605",NA,0.26,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-20 15:10:00,"UTC"
"305","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"306","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00613",NA,0.005,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"307","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00618",NA,0.392,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-20 15:10:00,"UTC"
"308","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00631",NA,0.397,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316158A",20160606,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"309","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00660",NA,0.058,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-20 15:10:00,"UTC"
"310","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00665",NA,0.04,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW152C",20160609,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"311","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"00671",NA,0.019,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16148A",20160531,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"312","USGS","01209700",2016-05-20,"10:10",NA,NA,"EST","K",NA,"WS",NA,NA,NA,NA,"4","9","9",NA,"62855",NA,0.67,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP147A",20160526,NA,"USGSNWQL",2016-05-20 15:10:00,"UTC"
"313","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00605",NA,0.35,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-07 18:30:00,"UTC"
"314","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00608",NA,0.03,NA,"SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16162A",20160610,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"315","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00613",NA,0.011,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16162A",20160610,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"316","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00618",NA,0.553,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-07 18:30:00,"UTC"
"317","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00631",NA,0.564,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316167A",20160615,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"318","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00660",NA,0.222,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-07 18:30:00,"UTC"
"319","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00665",NA,0.104,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW165B",20160615,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"320","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"00671",NA,0.072,NA,"PHM01","S",0.004,"DLDQC",NA,NA,NA,"KONE16162A",20160610,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"321","USGS","01209700",2016-06-07,"13:30",NA,NA,"EST","K","USGS","WS","30G1EQW00",NA,NA,NA,"5","9","9",NA,"62855",NA,0.94,NA,"AKP01","S",0.05,"DLDQC",NA,NA,NA,"PTNP162B",20160614,NA,"USGSNWQL",2016-06-07 18:30:00,"UTC"
"322","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00605",NA,0.24,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-14 19:10:00,"UTC"
"323","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00608",NA,0.02,"n","SHC02","S",0.01,"DLDQC",NA,NA,NA,"KONE16173A",20160622,NA,"USGSNWQL",2016-06-14 19:10:00,"UTC"
"324","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00613",NA,0.004,NA,"DZ001","S",0.001,"DLDQC",NA,NA,NA,"KONE16173A",20160622,NA,"USGSNWQL",2016-06-14 19:10:00,"UTC"
"325","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00618",NA,0.658,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-14 19:10:00,"UTC"
"326","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00631",NA,0.661,NA,"RED01","S",0.04,"DLDQC",NA,NA,NA,"KNO316173A",20160621,NA,"USGSNWQL",2016-06-14 19:10:00,"UTC"
"327","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00660",NA,0.145,NA,"ALGOR","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-14 19:10:00,"UTC"
"328","USGS","01209700",2016-06-14,"14:10",NA,NA,"EST","K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","MM-47322A","00665",NA,0.067,NA,"CL021","S",0.004,"DLDQC",NA,NA,NA,"PELW172B",20160621,NA,"USGSNWQL",2016-06-14 19:10:00,"UTC"
